step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,Actual_Fraud,Predicted_Fraud
6,65214.03,6183195.8,6248409.83,118108.12,52894.1,False,False,False,False,0,0
7,7388.49,31183.0,23794.51,0.0,0.0,False,False,True,False,0,0
1,9496.55,0.0,0.0,0.0,0.0,False,False,True,False,0,0
6,126085.63,24478.0,0.0,0.0,66099.92,False,False,False,True,0,0
7,595879.01,0.0,0.0,1044470.08,1640349.09,True,False,False,False,0,0
1,20007.91,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,131250.53,7264661.44,7395911.97,272361.15,141110.62,False,False,False,False,0,0
4,1235.49,20704.0,19468.51,257638.64,259438.66,False,True,False,False,0,0
5,2964.64,47986.52,45021.88,0.0,0.0,False,False,True,False,0,0
6,253419.13,2215195.37,2468614.51,273383.0,2065.61,False,False,False,False,0,0
1,1994.48,59063.0,57068.52,0.0,0.0,False,False,True,False,0,0
6,263027.96,5239094.93,5502122.89,11200000.0,14900000.0,False,False,False,False,0,0
89,43928.31,43928.31,0.0,0.0,0.0,False,False,False,True,1,1
7,1284837.02,541387.8,0.0,13700000.0,15000000.0,False,False,False,True,0,0
1,3850.6,2839821.61,2835971.01,0.0,0.0,False,False,True,False,0,0
7,121362.51,121950.0,587.49,3665641.55,7488671.79,False,False,False,True,0,0
5,2927.68,10908.0,7980.32,0.0,0.0,False,False,True,False,0,0
7,3177.01,41594.0,38416.99,0.0,0.0,False,False,True,False,0,0
7,2344.4,0.0,0.0,0.0,0.0,False,False,True,False,0,0
5,12438.52,549128.0,536689.48,0.0,0.0,False,False,True,False,0,0
1,105647.45,7742539.96,7848187.42,126541.52,265092.36,False,False,False,False,0,0
1,2466.95,34978.24,32511.29,0.0,0.0,False,False,True,False,0,0
6,531.45,4267.34,3735.89,0.0,0.0,False,False,True,False,0,0
1,11648.5,0.0,0.0,260976.0,971418.91,True,False,False,False,0,0
4,1141.74,240677.0,239535.26,29379.28,30521.02,False,True,False,False,0,0
3,982.2,0.0,0.0,0.0,0.0,False,False,True,False,0,0
93,3206623.39,3206623.39,0.0,3449811.9,6965506.67,True,False,False,False,1,1
6,604786.9,0.0,0.0,7353277.5,8245234.16,False,False,False,True,0,0
7,930.18,20493.0,19562.82,0.0,0.0,False,False,True,False,0,0
6,54933.79,0.0,0.0,124138.98,179072.77,True,False,False,False,0,0
3,14503.9,508.0,0.0,0.0,0.0,False,False,True,False,0,0
6,805550.98,0.0,0.0,2222960.7,3105859.14,False,False,False,True,0,0
6,206187.66,0.0,0.0,6533528.37,6739716.03,True,False,False,False,0,0
6,170.22,164806.78,164636.56,0.0,0.0,False,False,True,False,0,0
1,106705.8,0.0,0.0,210697.58,15375.37,True,False,False,False,0,0
3,14146.46,150.0,0.0,0.0,0.0,False,False,True,False,0,0
7,159171.56,3230121.44,3389293.0,404503.76,561712.86,False,False,False,False,0,0
4,92229.71,33578.75,0.0,1313931.0,1063443.49,True,False,False,False,0,0
2,1760.56,20132.0,18371.44,0.0,0.0,False,False,True,False,0,0
7,42273.58,180837.59,223111.17,58443.29,16169.71,False,False,False,False,0,0
7,137899.53,20136.0,0.0,40797.0,69514.39,False,False,False,True,0,0
4,80199.62,3478750.66,3558950.28,2051802.27,2748383.99,False,False,False,False,0,0
39,152042.16,152042.16,0.0,710428.02,862470.18,True,False,False,False,1,1
7,27334.38,52047.92,24713.54,0.0,0.0,False,False,True,False,0,0
1,32726.88,1640596.99,1673323.87,102483.74,69756.86,False,False,False,False,0,0
33,6648389.9,6648389.9,0.0,2609209.55,9257599.45,True,False,False,False,1,1
56,4243468.19,4243468.19,0.0,698483.22,4941951.41,True,False,False,False,1,1
58,1789155.73,1789155.73,0.0,2031388.61,3820544.34,True,False,False,False,1,1
2,132890.64,9373190.47,9506081.11,1960209.53,2107162.1,False,False,False,False,0,0
5,135550.07,0.0,0.0,6434071.39,8598427.92,True,False,False,False,0,0
1,72311.62,3973502.51,4045814.13,132019.96,52415.15,False,False,False,False,0,0
2,2959.21,11764.0,8804.79,0.0,0.0,False,False,True,False,0,0
6,180870.42,62593.04,243463.47,1512928.31,2084795.89,False,False,False,False,0,0
7,3064.28,31413.0,28348.72,0.0,0.0,False,False,True,False,0,0
7,5656.37,16440.0,10783.63,0.0,0.0,False,False,True,False,0,0
1,49236.53,8219714.81,8268951.34,307336.68,95508.95,False,False,False,False,0,0
1,30811.56,7243810.89,7274622.45,152178.0,651524.92,False,False,False,False,0,0
7,5704.64,29933.0,24228.36,0.0,0.0,False,False,True,False,0,0
1,254286.27,22351.0,276637.27,11155.0,0.0,False,False,False,False,0,0
5,30608.52,659400.0,628791.48,137893.88,11201.36,False,False,False,True,0,0
1,125275.0,0.0,0.0,1477426.93,1178808.14,True,False,False,False,0,0
87,114339.1,114339.1,0.0,41413.23,155752.33,True,False,False,False,1,1
2,9213.89,11392.0,2178.11,0.0,0.0,False,False,True,False,0,0
7,5689.82,0.0,0.0,0.0,0.0,False,False,True,False,0,0
65,446032.95,446032.95,0.0,0.0,0.0,False,False,False,True,1,1
7,90106.13,0.0,0.0,252328.64,169554.94,True,False,False,False,0,0
6,6574.18,687.0,0.0,0.0,0.0,False,False,True,False,0,0
2,2744.65,198.0,0.0,5417.23,8161.87,False,True,False,False,0,0
1,540789.56,18130.0,0.0,1538532.42,1412484.09,True,False,False,False,0,0
7,5306.41,11048.35,5741.94,0.0,0.0,False,False,True,False,0,0
1,1209.64,3325.26,2115.61,0.0,0.0,False,False,True,False,0,0
1,4867.56,30853.2,25985.64,0.0,0.0,False,False,True,False,0,0
7,243525.21,0.0,0.0,679120.78,922645.99,False,False,False,True,0,0
1,8782.48,21368.0,12585.52,0.0,0.0,False,False,True,False,0,0
6,230.13,49949.0,49718.87,0.0,0.0,False,False,True,False,0,0
3,8095.03,41916.0,33820.97,0.0,0.0,False,False,True,False,0,0
7,584.62,207.0,0.0,0.0,0.0,False,False,True,False,0,0
6,17373.62,37306.0,19932.38,0.0,0.0,False,False,True,False,0,0
7,3433.0,3776336.45,3779769.45,452133.47,397273.75,False,False,False,False,0,0
6,7235.23,11350.0,4114.77,0.0,0.0,False,False,True,False,0,0
1,635507.97,0.0,0.0,834457.23,1567434.81,False,False,False,True,0,0
7,10752.66,37700.0,26947.34,0.0,0.0,False,False,True,False,0,0
1,4412.45,58356.68,53944.23,0.0,0.0,False,False,True,False,0,0
7,120142.49,42244.79,0.0,139480.44,259622.93,True,False,False,False,0,0
7,99772.4,1314123.72,1413896.12,146616.75,0.0,False,False,False,False,0,0
1,138857.19,109473.0,0.0,1027402.57,4619798.56,False,False,False,True,0,0
6,56538.75,10077.72,0.0,57886.0,192703.2,False,False,False,True,0,0
1,472385.25,26210.19,0.0,1541224.63,3420103.09,True,False,False,False,0,0
6,352.7,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,26884.31,2076128.88,2103013.19,139962.0,113077.69,False,False,False,False,0,0
6,56195.07,319563.94,263368.87,81993.37,138188.44,True,False,False,False,0,0
3,9635.1,173069.0,163433.9,33111.63,42746.73,False,True,False,False,0,0
1,110654.09,6631100.51,6741754.6,201104.63,90450.54,False,False,False,False,0,0
7,57911.56,6301472.8,6359384.36,70010.0,12098.44,False,False,False,False,0,0
3,143254.72,23669.02,166923.73,360326.58,84207.15,False,False,False,False,0,0
1,614317.64,0.0,0.0,4541021.72,3997768.55,True,False,False,False,0,0
1,5829.39,247294.52,241465.13,0.0,0.0,False,False,True,False,0,0
1,1478772.04,0.0,0.0,1652668.12,22190.99,False,False,False,True,0,0
3,2816.13,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,51024.98,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,4943.15,14777.0,9833.85,0.0,0.0,False,False,True,False,0,0
6,5060.44,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,5088.99,26760.0,21671.01,0.0,0.0,False,False,True,False,0,0
2,224321.58,5301210.16,5525531.75,1528227.01,930271.58,False,False,False,False,0,0
7,7519.45,36443.0,28923.55,0.0,0.0,False,False,True,False,0,0
7,22910.06,8052524.68,8075434.74,23568.91,658.85,False,False,False,False,0,0
4,8976.25,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,402663.46,0.0,0.0,6034246.19,6385836.94,True,False,False,False,0,0
1,53783.57,0.0,0.0,75514.0,420946.86,False,False,False,True,0,0
7,5460002.91,5460002.91,0.0,0.0,0.0,False,False,False,True,1,1
7,15736.28,410515.0,394778.72,0.0,0.0,False,False,True,False,0,0
5,4121.51,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,95956.43,8561959.61,8657916.04,883910.23,971418.91,False,False,False,False,0,0
6,588327.76,4980367.78,5568695.54,962737.6,847149.78,False,False,False,False,0,0
1,65934.11,3026995.64,3092929.75,784048.39,557537.26,False,False,False,False,0,0
3,1094.13,142.0,0.0,0.0,0.0,False,False,True,False,0,0
51,339275.64,339275.64,0.0,0.0,0.0,False,False,False,True,1,1
4,709.56,31400.0,30690.44,0.0,0.0,False,False,True,False,0,0
6,7159.95,1924605.13,1931765.07,15135.0,0.0,False,False,False,False,0,0
6,391057.91,627.0,0.0,0.0,582433.46,False,False,False,True,0,0
1,14126.82,32910.4,18783.58,0.0,0.0,False,False,True,False,0,0
3,344337.25,4059538.35,4403875.6,18100000.0,17800000.0,False,False,False,False,0,0
7,60467.94,0.0,0.0,80353.46,140821.4,True,False,False,False,0,0
6,139845.98,0.0,0.0,158028.52,6192.55,True,False,False,False,0,0
6,211207.36,0.0,0.0,424008.0,484595.24,False,False,False,True,0,0
1,5675.84,224.0,0.0,0.0,0.0,False,False,True,False,0,0
7,6568.75,0.0,0.0,0.0,0.0,False,False,True,False,0,0
18,11481.0,11481.0,0.0,761417.61,1765080.5,True,False,False,False,1,1
1,1098.78,0.0,0.0,0.0,0.0,False,False,True,False,0,0
5,3646.47,21973.0,18326.53,0.0,0.0,False,False,True,False,0,0
2,18672.02,0.0,0.0,72283.07,90955.09,True,False,False,False,0,0
1,12256.66,20800.0,8543.34,0.0,0.0,False,False,True,False,0,0
6,7955.58,0.0,0.0,0.0,0.0,False,False,True,False,0,0
2,14229.35,184804.18,170574.82,0.0,0.0,False,False,True,False,0,0
64,37796.75,37796.75,0.0,211905.39,249702.14,True,False,False,False,1,1
2,2676.46,67268.41,64591.95,0.0,0.0,False,False,True,False,0,0
1,5256.18,10136.0,4879.82,0.0,0.0,False,False,True,False,0,0
6,1399.52,5041.0,3641.48,0.0,0.0,False,False,True,False,0,0
4,8583.71,34044.35,25460.65,0.0,0.0,False,False,True,False,0,0
7,6069.86,593291.0,587221.14,0.0,0.0,False,False,True,False,0,0
5,673111.47,2446854.94,3119966.4,1628181.42,876481.82,False,False,False,False,0,0
1,65413.89,131622.46,197036.35,144605.0,0.0,False,False,False,False,0,0
2,9541.85,5356.0,0.0,0.0,0.0,False,False,True,False,0,0
7,27004.28,196559.22,169554.94,0.0,0.0,False,False,True,False,0,0
7,5363.19,442347.0,436983.81,0.0,0.0,False,False,True,False,0,0
1,7977.96,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,691738.36,0.0,0.0,6285707.02,19200000.0,True,False,False,False,0,0
6,20910.03,267.0,0.0,0.0,0.0,False,False,True,False,0,0
2,1576.82,186381.0,184804.18,0.0,0.0,False,False,True,False,0,0
1,18832.61,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,235190.76,4242289.24,4477480.0,663784.6,428593.84,False,False,False,False,0,0
2,295815.29,4059437.59,4355252.87,303104.48,7289.2,False,False,False,False,0,0
1,422125.99,0.0,0.0,2218454.85,2444985.19,True,False,False,False,0,0
7,18861.09,26038.31,7177.22,0.0,0.0,False,False,True,False,0,0
5,9531.19,19001.72,9470.53,0.0,0.0,False,False,True,False,0,0
4,354.75,105744.0,105389.25,0.0,0.0,False,False,True,False,0,0
2,7766.84,4097.88,0.0,0.0,0.0,False,False,True,False,0,0
1,171505.17,3869924.93,4041430.1,268633.35,97128.19,False,False,False,False,0,0
1,301298.69,213449.0,0.0,25871.21,4891090.56,False,False,False,True,0,0
3,8302.14,0.0,0.0,0.0,0.0,False,False,True,False,0,0
2,3887.42,59948.0,56060.58,0.0,0.0,False,False,True,False,0,0
6,42874.29,4001043.95,4043918.24,123227.75,140821.4,False,False,False,False,0,0
6,170504.65,605131.64,434626.99,179341.27,183517.82,True,False,False,False,0,0
6,8888.88,64802.65,55913.77,0.0,0.0,False,False,True,False,0,0
7,253387.93,0.0,0.0,335362.53,776179.51,True,False,False,False,0,0
87,115461.48,115461.48,0.0,0.0,0.0,False,False,False,True,1,1
3,5466.9,11253.0,5786.1,0.0,0.0,False,False,True,False,0,0
3,7052.32,0.0,0.0,0.0,0.0,False,False,True,False,0,0
44,534255.94,534255.94,0.0,24559.0,558814.94,True,False,False,False,1,1
5,120074.73,120074.73,0.0,0.0,120074.73,True,False,False,False,1,0
5,12472.53,11071.0,0.0,0.0,0.0,False,False,True,False,0,0
6,533164.85,2356.59,0.0,10900000.0,11400000.0,True,False,False,False,0,0
5,2273.88,10946.0,8672.12,0.0,0.0,False,False,True,False,0,0
6,68463.23,8069227.32,8137690.56,173024.37,233350.47,False,False,False,False,0,0
1,11996.58,0.0,0.0,40255.0,0.0,False,False,False,True,0,0
6,5402.3,10482.0,5079.7,40230.0,45632.3,False,True,False,False,0,0
4,102751.5,9857746.79,9960498.29,7928126.25,7727522.76,False,False,False,False,0,0
1,5954.9,5014.0,0.0,0.0,0.0,False,False,True,False,0,0
2,98104.83,5075568.98,5173673.81,487496.88,267912.2,False,False,False,False,0,0
7,17686.08,175013.82,157327.75,0.0,0.0,False,False,True,False,0,0
1,7028.85,597.96,0.0,0.0,0.0,False,False,True,False,0,0
7,7466.06,32510.0,25043.94,0.0,0.0,False,False,True,False,0,0
7,2144.11,4355.0,2210.89,0.0,0.0,False,False,True,False,0,0
7,2395.01,16222.44,13827.43,0.0,0.0,False,False,True,False,0,0
7,4602.77,138156.0,133553.23,0.0,0.0,False,False,True,False,0,0
5,41139.2,0.0,0.0,4388254.93,4429394.13,False,False,False,True,0,0
3,176732.94,5886513.6,6063246.54,490353.25,68880.79,False,False,False,False,0,0
1,1614.64,41276.0,39661.36,0.0,0.0,False,False,True,False,0,0
7,10533.04,0.0,0.0,0.0,0.0,False,False,True,False,0,0
2,292.45,157212.0,156919.55,0.0,0.0,False,False,True,False,0,0
5,718.51,1283.0,564.49,0.0,0.0,False,False,True,False,0,0
5,201261.11,5336918.6,5538179.71,217964.09,16702.98,False,False,False,False,0,0
6,5976.69,69983.0,64006.31,0.0,0.0,False,False,True,False,0,0
7,10256.2,3766080.24,3776336.45,109985.65,99729.44,False,False,False,False,0,0
52,128426.58,128426.58,0.0,0.0,0.0,False,False,False,True,1,1
6,1537.12,22494.0,20956.88,0.0,0.0,False,False,True,False,0,0
4,347.5,9148.0,8800.5,0.0,0.0,False,False,True,False,0,0
74,59127.34,59127.34,0.0,0.0,0.0,False,False,False,True,1,1
7,117762.75,87495.57,0.0,467670.57,266931.55,True,False,False,False,0,0
15,248056.41,248056.41,0.0,0.0,0.0,False,False,False,True,1,1
7,8690.52,1457.28,0.0,0.0,0.0,False,False,True,False,0,0
15,119.0,119.0,0.0,0.0,0.0,False,False,False,True,1,1
6,107980.36,592339.09,700319.45,235617.37,211963.2,False,False,False,False,0,0
7,13746.26,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,3223.87,14697.0,11473.13,0.0,0.0,False,False,True,False,0,0
5,7792.99,8630.87,837.89,0.0,0.0,False,False,True,False,0,0
7,42354.06,962477.48,1004831.54,91794.85,49440.79,False,False,False,False,0,0
6,8927.92,21381.0,12453.08,0.0,0.0,False,False,True,False,0,0
7,1575365.68,0.0,0.0,5137271.29,6712636.97,False,False,False,True,0,0
1,197031.04,501828.4,698859.44,515082.09,16997.22,False,False,False,False,0,0
7,58292.75,3707787.49,3766080.24,714645.0,341084.81,False,False,False,False,0,0
1,457552.45,1780884.37,1323331.91,988366.44,1363368.51,True,False,False,False,0,0
7,17978.68,0.0,0.0,0.0,0.0,False,False,True,False,0,0
6,13193.64,6035.0,0.0,0.0,0.0,False,False,True,False,0,0
1,2858.89,21820.0,18961.11,0.0,0.0,False,False,True,False,0,0
4,566838.74,11600000.0,12200000.0,6259576.2,5692737.46,False,False,False,False,0,0
7,5807.09,2050.0,0.0,0.0,0.0,False,False,True,False,0,0
6,7887.71,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,170483.99,4208785.95,4379269.94,530392.72,588891.42,False,False,False,False,0,0
1,5264.43,326183.0,320918.57,20989.0,0.0,False,True,False,False,0,0
7,3580.42,11058.0,7477.58,0.0,0.0,False,False,True,False,0,0
1,10844.33,8623151.43,8633995.76,42274.0,290772.6,False,False,False,False,0,0
7,2518.63,0.0,0.0,0.0,0.0,False,False,True,False,0,0
6,611049.17,46418.65,0.0,4365133.09,5188539.32,False,False,False,True,0,0
2,11493.01,0.0,0.0,0.0,0.0,False,False,True,False,0,0
6,5065.07,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,2388.24,12264.0,9875.76,0.0,0.0,False,False,True,False,0,0
3,22608.48,4907886.05,4930494.53,125556.04,102947.56,False,False,False,False,0,0
38,577418.98,0.0,0.0,0.0,577418.98,True,False,False,False,1,1
3,3222.39,18340.0,15117.61,0.0,0.0,False,False,True,False,0,0
50,967153.5,967153.5,0.0,0.0,0.0,False,False,False,True,1,1
6,25975.86,25975.86,0.0,98152.0,28041.27,True,False,False,False,1,0
1,2368.4,50244.0,47875.6,0.0,0.0,False,False,True,False,0,0
6,22547.2,192852.0,170304.8,0.0,0.0,False,False,True,False,0,0
6,17978.87,31239.0,13260.13,0.0,0.0,False,False,True,False,0,0
1,27363.26,2311674.95,2339038.21,19200000.0,18100000.0,False,False,False,False,0,0
2,12542.66,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,378896.52,0.0,378896.52,3472520.59,3554299.27,False,False,False,False,0,0
5,6448.84,52102.3,45653.46,0.0,0.0,False,False,True,False,0,0
7,26210.38,0.0,0.0,211405.4,237615.79,True,False,False,False,0,0
1,65671.39,378896.52,444567.92,1941128.49,2444985.19,False,False,False,False,0,0
7,111913.25,0.0,0.0,118545.81,230459.06,False,False,False,True,0,0
7,13155.28,32310.0,19154.72,0.0,0.0,False,False,True,False,0,0
1,6948.21,66575.5,59627.3,0.0,0.0,False,False,True,False,0,0
2,20144.74,684867.83,664723.1,0.0,0.0,False,False,True,False,0,0
1,371883.82,8127159.31,8499043.13,880022.94,0.0,False,False,False,False,0,0
5,285594.46,2695505.51,2981099.97,937884.9,652290.45,False,False,False,False,0,0
1,7823.46,998.0,0.0,0.0,0.0,False,False,True,False,0,0
74,4582074.51,4582074.51,0.0,0.0,0.0,False,False,False,True,1,1
1,1824.59,25138.0,23313.41,0.0,0.0,False,False,True,False,0,0
1,7659.86,544.0,0.0,0.0,0.0,False,False,True,False,0,0
6,9170.0,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,119570.96,0.0,0.0,5255923.71,22190.99,True,False,False,False,0,0
7,310104.75,3141609.29,3451714.04,463661.68,153556.92,False,False,False,False,0,0
2,2997.75,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,13305.52,0.0,0.0,34856.89,48162.41,True,False,False,False,0,0
2,7118.18,23192.0,16073.82,0.0,0.0,False,False,True,False,0,0
1,23235.78,1176335.36,1153099.58,0.0,0.0,False,False,True,False,0,0
5,5274.02,225.0,0.0,0.0,0.0,False,False,True,False,0,0
7,55230.19,0.0,0.0,223812.38,279042.57,True,False,False,False,0,0
1,86204.31,0.0,0.0,941198.26,4619798.56,True,False,False,False,0,0
1,1361.29,16479.0,15117.71,5058.0,0.0,False,False,False,True,0,0
2,3708.43,0.0,0.0,0.0,0.0,False,False,True,False,0,0
6,158435.92,5758685.08,5917121.0,17200000.0,17800000.0,False,False,False,False,0,0
7,8500.77,10846.0,2345.23,0.0,0.0,False,False,True,False,0,0
7,12187.12,117943.0,105755.88,0.0,0.0,False,False,True,False,0,0
7,79043.83,40130.67,0.0,104539.76,98172.83,True,False,False,False,0,0
4,7800.55,160529.98,152729.43,0.0,7800.55,False,False,False,True,0,0
6,18591.22,264732.0,246140.78,0.0,0.0,False,False,True,False,0,0
2,2986.97,25831.0,22844.03,0.0,0.0,False,False,True,False,0,0
1,1175.59,20509.0,19333.41,0.0,0.0,False,False,True,False,0,0
7,287860.49,0.0,0.0,1322467.95,1610328.43,True,False,False,False,0,0
2,478.1,1062.0,583.9,0.0,0.0,False,False,True,False,0,0
26,369186.87,369186.87,0.0,0.0,0.0,False,False,False,True,1,1
1,61650.32,2011617.19,2073267.5,84424.56,22774.25,False,False,False,False,0,0
7,4270.25,12571.0,8300.75,88269.77,0.0,False,True,False,False,0,0
1,9758.09,21217.0,11458.91,0.0,0.0,False,False,True,False,0,0
7,174895.86,108908.11,0.0,10900000.0,10800000.0,True,False,False,False,0,0
7,6998.25,20601.0,13602.75,0.0,0.0,False,False,True,False,0,0
7,141256.14,11523.0,152779.14,18903.97,0.0,False,False,False,False,0,0
7,2214.56,7177.22,4962.67,0.0,0.0,False,False,True,False,0,0
93,3723738.06,3723738.06,0.0,0.0,0.0,False,False,False,True,1,1
31,21516.38,21516.38,0.0,900122.84,921639.22,True,False,False,False,1,1
7,117635.7,0.0,0.0,6214047.68,10000000.0,True,False,False,False,0,0
1,138647.54,113123.22,0.0,2754218.78,2107778.11,False,False,False,True,0,0
2,139740.04,9233450.43,9373190.47,18300000.0,18100000.0,False,False,False,False,0,0
7,247066.24,12061.0,0.0,693505.46,1983599.05,False,False,False,True,0,0
1,235238.66,235238.66,0.0,0.0,0.0,False,False,False,True,1,1
2,906.96,429667.0,428760.04,0.0,0.0,False,False,True,False,0,0
7,44833.06,6472776.43,6517609.49,65975.94,32266.57,False,False,False,False,0,0
2,5179.74,24506.0,19326.26,0.0,0.0,False,False,True,False,0,0
1,1239.06,396386.0,395146.94,0.0,0.0,False,False,True,False,0,0
42,3569720.42,3569720.42,0.0,0.0,3569720.42,True,False,False,False,1,1
7,10715.15,133.0,0.0,0.0,0.0,False,False,True,False,0,0
7,12434.3,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,5078.54,185.83,0.0,0.0,0.0,False,False,True,False,0,0
3,66548.43,80178.0,13629.57,0.0,66548.43,False,False,False,True,0,0
1,9471.15,787.0,0.0,0.0,0.0,False,False,True,False,0,0
1,1440296.14,0.0,0.0,17700000.0,19200000.0,False,False,False,True,0,0
6,5998.69,79830.0,73831.31,0.0,0.0,False,False,True,False,0,0
1,7413.54,297689.58,290276.03,0.0,0.0,False,False,True,False,0,0
7,5025.19,202274.0,197248.81,0.0,0.0,False,False,True,False,0,0
7,285.59,0.0,0.0,0.0,0.0,False,False,True,False,0,0
2,55940.69,0.0,0.0,82686.96,138627.65,True,False,False,False,0,0
53,931684.75,931684.75,0.0,3608144.66,4539829.41,True,False,False,False,1,1
6,11393.18,31119.72,19726.54,0.0,0.0,False,False,True,False,0,0
2,3718.7,20793.0,17074.3,13785.78,17504.47,False,True,False,False,0,0
1,2724.24,453534.0,450809.76,0.0,0.0,False,False,True,False,0,0
85,4094.07,4094.07,0.0,0.0,0.0,False,False,False,True,1,1
1,78292.91,0.0,0.0,121112.0,95508.95,True,False,False,False,0,0
7,19607.97,681892.02,662284.06,0.0,0.0,False,False,True,False,0,0
24,291305.98,291305.98,0.0,0.0,0.0,False,False,False,True,1,1
7,315257.69,0.0,0.0,869001.92,0.0,True,False,False,False,0,0
6,26393.7,75803.0,49409.3,0.0,0.0,False,False,True,False,0,0
2,130711.51,8628687.59,8759399.1,2730020.33,2485918.01,False,False,False,False,0,0
1,223848.92,0.0,0.0,249663.72,32092.07,False,False,False,True,0,0
3,213.35,36620.54,36407.19,0.0,0.0,False,False,True,False,0,0
5,920.12,14969.0,14048.88,0.0,0.0,False,False,True,False,0,0
7,2571.98,31115.0,28543.02,0.0,0.0,False,False,True,False,0,0
1,215338.28,0.0,0.0,285755.61,31469.78,True,False,False,False,0,0
1,637.26,54260.91,53623.65,0.0,0.0,False,False,True,False,0,0
43,362152.77,362152.77,0.0,282809.47,644962.23,True,False,False,False,1,1
7,1170389.4,3611.91,0.0,4401926.06,7255066.28,False,False,False,True,0,0
5,1925.08,50195.0,48269.92,0.0,0.0,False,False,True,False,0,0
1,2505.99,1476.0,0.0,0.0,0.0,False,False,True,False,0,0
1,116206.75,283572.48,167365.73,216670.1,500631.71,True,False,False,False,0,0
6,100059.16,6112925.84,6212985.01,200599.52,100540.36,False,False,False,False,0,0
1,622.15,14112.8,13490.65,0.0,0.0,False,False,True,False,0,0
7,5662.97,475.0,0.0,0.0,0.0,False,False,True,False,0,0
22,77773.14,77773.14,0.0,0.0,0.0,False,False,False,True,1,1
4,1616.06,629709.0,628092.94,0.0,0.0,False,False,True,False,0,0
1,13812.23,10370.0,0.0,0.0,0.0,False,False,True,False,0,0
1,336827.91,1479062.57,1815890.48,401493.73,51513.44,False,False,False,False,0,0
4,3655.9,75094.36,71438.47,0.0,0.0,False,False,True,False,0,0
6,88549.9,4320892.68,4409442.58,107358.0,18808.1,False,False,False,False,0,0
1,32535.91,38583.99,6048.08,0.0,0.0,False,False,True,False,0,0
6,5487.19,385000.46,379513.27,0.0,0.0,False,False,True,False,0,0
3,1806.31,612597.0,610790.69,15859.88,17666.19,False,True,False,False,0,0
7,351561.05,10569.0,0.0,21313.0,480626.37,False,False,False,True,0,0
6,16231.43,30392.0,14160.57,0.0,0.0,False,False,True,False,0,0
3,11688.59,1081.0,0.0,0.0,0.0,False,False,True,False,0,0
5,128823.03,29292.0,0.0,0.0,133220.41,True,False,False,False,0,0
1,1088.94,5096.0,4007.06,13100.81,0.0,False,True,False,False,0,0
7,13367.64,41666.0,28298.36,0.0,0.0,False,False,True,False,0,0
6,11329.53,11351.0,21.47,0.0,0.0,False,False,True,False,0,0
1,207283.84,0.0,0.0,215955.02,277515.05,True,False,False,False,0,0
5,3674.62,50392.0,46717.38,0.0,0.0,False,False,True,False,0,0
4,808.11,4801.0,3992.89,0.0,0.0,False,False,True,False,0,0
1,2655.04,21214.0,18558.96,1116396.05,1268668.92,False,True,False,False,0,0
7,5247.92,151857.84,146609.92,0.0,0.0,False,False,True,False,0,0
5,2689.55,51430.0,48740.45,0.0,0.0,False,False,True,False,0,0
3,4136.97,13759.0,9622.03,0.0,0.0,False,False,True,False,0,0
1,7817.71,53860.0,46042.29,0.0,0.0,False,False,True,False,0,0
2,172485.68,3839070.78,4011556.46,434269.29,469207.53,False,False,False,False,0,0
1,1066.91,24241.59,23174.68,0.0,0.0,False,False,True,False,0,0
7,219.68,0.0,0.0,0.0,0.0,False,False,True,False,0,0
77,819048.34,819048.34,0.0,0.0,0.0,False,False,False,True,1,1
1,3179.7,124703.85,121524.14,20767.0,0.0,False,True,False,False,0,0
2,9633.82,6847.0,0.0,0.0,0.0,False,False,True,False,0,0
6,9587.91,5265.0,0.0,0.0,0.0,False,False,True,False,0,0
1,9164.71,47235.77,38071.06,0.0,0.0,False,False,True,False,0,0
7,12717.38,0.0,0.0,6331683.38,10000000.0,False,False,False,True,0,0
7,4341.19,9593.86,5252.67,0.0,0.0,False,False,True,False,0,0
6,48275.89,6313985.39,6362261.28,106728.01,58452.12,False,False,False,False,0,0
1,9762.28,129.0,0.0,0.0,0.0,False,False,True,False,0,0
3,108216.36,3753002.94,3861219.3,3910087.36,3512606.05,False,False,False,False,0,0
5,4287.23,9556.0,5268.77,0.0,0.0,False,False,True,False,0,0
5,223115.02,3918530.75,4141645.77,742165.13,217562.01,False,False,False,False,0,0
